id,name,urlname,link,rating,created,description,member_id,mname
19118801,Startup-India-Entrepreneurs,Startup-India-Entrepreneurs,https://www.meetup.com/Startup-India-Entrepreneurs/,5,1447445663e3,"<p>The journey of a startup is quite challenging and strenuous before it turns itself into the next big thing.You start really the moment some idea has taken over all other aspects of your life.Then you look for people.Then you want to process it.Then the process builds a product.Then the product goes to the world.World decides how exactly you did! In this journey often,there are a lot of omen's you have to rely on before taking the next step.For eg in case of most successful ideas,success is mildly tasted somewhere in between process and product itself.The most challenging aspect really is what happens till then.And that's the real journey.</p>
<p>We plan to achieve following aims from these meetups :</p>
<p>1. Professional and Proven guidance to early stage founders.</p>
<p>2. Networking opportunities with shortlisted attendees of the meetup&nbsp;to collaborate and work with.</p>
<p>3. Pitch of the B-Plan in the meetups and a feedback session.</p>
<p>4. Convincing founders will also be introduced to the potential Angel&nbsp;Investors.</p>
<p>5. Also,it is an aim here to promote and encourage the bright students who have decided to pave an entrepreneurial path for themselves.</p>
<p>Teachers,Professors,Students,Founders,Co-founders,Investors,Media are the one's who would find themselves comfortable as a part of this meetup.</p>",9840070,Mayank Bangia
19121465,Happy 60ing,Happy-60ing,https://www.meetup.com/Happy-60ing/,4.62,1447531936e3,"<p>This group is for all of you who have worked hard your whole lives to make your children's life comfortable and now you are willing to give yourself a chance at living. The motive of this group is simply give life a second chance. Something which you could not do while feeding the family. May be you never thought about pursuing your hobbies or passions till date and maybe you don't know that you have one. Hence, its time that you start. Retirement is the time when people should enjoy the freedom from responsibilities but you feel like you are just getting into a rut, doing the same old chores everyday and feeling that life is slipping away from your hands like sand. If this is the thing then we have already accepted you as a part of our family. What we will do? As a family we will plan to meet twice in a month (can be increased later) and take part in activities which will boost brain powers and have fun at the same time. Its time to bring the child in you alive. lets start a family together.</p>
<p><a href=""https://www.facebook.com/Happy60ing/"">like us on Facebook</a>. <br></p>
<p>Follow on Instagram -<a href=""https://www.instagram.com/fictionistpawar/"">fictonistpawar</a></p>
<p> Follow on twitter -&nbsp;<a href=""https://twitter.com/fictionbypawar"">fictionbypawar</a></p>
<p><a class=""embedded"" href=""https://www.youtube.com/watch?v=S5-d3at5G_8&amp;feature=share"">https://www.youtube.com/watch?v=S5-d3at5G_8&amp;feature=share</a></p>",183749358,sheetal
19122558,Sports @  West Delhi area,Sports-Harinagar-Sports-Complex,https://www.meetup.com/Sports-Harinagar-Sports-Complex/,0,144756448e4,"<p>I can't find people to play with at any complex in West Delhi</p>
<p>Looking for enthusiasts interested in Squash / Table Tennis/ or any sport ?</p>",60059972,Sagar Dewan
19122612,"Pixean, Adventurous Travellers",pixean-advens,https://www.meetup.com/pixean-advens/,0,1447565906e3,"<p><b>PIXEAN</b> is an online photography platform aimed at being a one-stop resource pool for aspiring and established photographers and organizations. It was founded by IIT and NIT alumni. Our mission is to educate aspiring photographers and provide them with exposure to opportunities in social and industrial avenues of photography. &nbsp;</p>
<br>
<p>The difference between a good photograph and a bad photograph often comes down to the technicalities. The positioning of the subject, composition, sharpness, contrast, colors as well as choosing the right camera gear is of primary importance. Pixean can help you by finding the exactly what can shed light on these aspects and sharpen an individual’s photography expertise. One can get to read several articles to find quick tips and techniques, can ask any of your photography questions, seek reviews on photos, photography workshops across the globe.</p>
<br>
<p>These activities and sessions are mentored by ace photographers and participants are given the opportunity to interact with them feedback, Q&amp;A and reviews. </p>
<br>
<p>Contests are best way to groom your professional photography skills. Pixean hosts several photography contests every month where you not only get opportunity to showcase your skills but also you get chance to win prizes, gifts, goodies, recognition and many more.</p>
<br>
<p>To be a part of our community, <a href=""https://www.pixean.com/user/login/"">Click here</a>.</p>
<br>",203041409,Amit K Srivastava
19125977,India Crowd Funding,India-Crowd-Funding,https://www.meetup.com/India-Crowd-Funding/,0,1447659097e3,"<p>We are creating this group for the people who are in need of crowd funding for their projects or for people who have been doing it. Those who would like to explore more about crowd funding can also be a part of it. Therefore this group can be beneficial for those who are a part of it and also for those who are not a part of it and can get funds to run their campaigns. <br></p>
<p>Focus Areas could be:- <br></p>
<p>Seed funding, <br></p>
<p>Social initiatives, <br></p>
<p>art and music, <br></p>
<p>skill development, <br></p>
<p>social innovations etc.</p>
<p><br></p>
<p>If you are looking to raise funds for your dream projects, join us and together we can create a self sufficient society.<br></p>
<p><br></p>",89305192,Sushil Kumar Maurya
19135400,Delhi Purpose of Life in Buddhism Meetup,Delhi-Purpose-of-Life-in-Buddhism-Meetup,https://www.meetup.com/Delhi-Purpose-of-Life-in-Buddhism-Meetup/,4.6,1447899396e3,"Are you searching for meaning in your life? 
Have you ever felt happiness in your life... 
...never lasts? 
This Buddhist group has a great positive, multi-cultural atmosphere that helps people search for the answer to life's biggest questions. Through the teachings of Buddha and historical Pure Land Buddhist teachers we understand better the direction our life needs to take in order to find the purpose of life. 
We offer video lectures and have meetings to discuss how to obtain an absolute form of happiness. 
I hope you'll stop by and attend a meeting when you have a chance! 
Below, you'll find some more information about what Buddhism is all about as well as our contact info and location. 
In Buddhism, we learn that there are two kinds of joy. 
Relative Happiness 
All the happiness we know is called Relative Happiness. Money, status, fame, wealth, family, friends, and our loved ones are all included in this category. Politics, economics, medicine, and the arts also try to provide us with Relative happiness. 
We seek for this type of happiness day in, day out hoping we can attain true satisfaction from it. 
Absolute Happiness 
We are all seeking for a happiness which will truly last. This kind of happiness is called Absolute Happiness. The purpose of life is to attain it as quickly as possible while still alive. 
Learn more at our meetups 
and check out some of our topics: 
The Law of Cause and Effect 
Six Good Deeds that Bring Happiness 
Mirror of Truth 
Dark Mind is the Root Cause of Suffering",195553146,Hiroshi Morita
19138990,Delhi/NCR- Foodie and Social,Delhi-Hungry-Social,https://www.meetup.com/Delhi-Hungry-Social/,4.79,1448006812e3,"<p>This group is for all those Delhites who love to go out try different cuisines, watch movies, go out for events. We'll be organizing a lot of theme events/ parties in various restaurants across Delhi-NCR. Trips</p>",201902603,Nancy Arora
19141809,Let's Think Adventure !!!,Adventuresome-Delhi,https://www.meetup.com/Adventuresome-Delhi/,5,1448104455e3,"<p>""Let's Think Adventure"" is meant to provide a platform for people across Delhi to meet, network and decide about anything related to Adventure and Fun.</p>
<p>Be it movie, gup shup over coffee, outing, a visit to adventure parks or outstation trip.</p>
<p>The group is open to new ideas and invite you to be a part of the Group to Enjoy the show.</p>
<p>So all  looking for new friends, exploring new places, discussing new concepts are welcome to join.</p>
<p>I, Simran Arora...group admin is looking for like minded people to join and support in making the group a fun place.</p>
<p>Let's join hands and move ahead...</p>
<p>Thanks</p>
<p>Simran Arora</p>
<p>9891388297</p>",199501809,Sim
19144906,IOT-NCR,IOT-NCR,https://www.meetup.com/IOT-NCR/,4.55,1448207735e3,"<p><span>IOT NCR is an open community for people interested in the Internet of Things and M2M. If you are an entrepreneur, working professional, student, researcher, investor, evangelists, etc. than you have landed at the right place. &nbsp;Focus of this group would be to allow like minded IOT/M2M enthusiasts attend workshops/talks, work together on IoT projects, share equipments and resources, build IoT solutions and startups, and generally stay updated about the latest developments in the connected world.</span></p>
<p> <br></p>
<p>Join our Telegram Group for Live Updates- httpd://t.me/iotNCR</p>
<p><a href=""https://www.facebook.com/IoTNCR/"">Like us</a>&nbsp;<a href=""https://twitter.com/iotncr"">Tweet us</a>&nbsp;<a href=""http://www.meetup.com/IOT-NCR/"">Join us</a>&nbsp;<a href=""https://www.linkedin.com/groups/8463806"">Follow us</a><span>&nbsp;;&nbsp;</span></p>
<p><span>Join our&nbsp;</span><a href=""https://www.facebook.com/groups/882576381881161/"">FB group</a> <br></p>
<p>PS: Any event organized through this community is supported on a best effort basis as all of us are working full time and there no professional event management company handling this. So please bear with us and <b>note that confirmations are only sent night before the event</b></p>
<p><b>IMPORTANT</b> - WE ARE A NON-PROFIT COMMUNITY. WE DO NOT GAIN or EARN ANY PROFIT/MONEY FROM THE EVENTS. ALL THE MONEY COLLECTED FROM EVENTS IS PUT BACK TO FURTHER DEVELOPMENT OF THE COMMUNITY ITSELF AND ARRANGE FOR LOGISTICS, ETC. WE DO NOT USE ANY MONEY EARNED FROM THE COMMUNITY FOR PERSONAL USE.&nbsp;<span>WE DO NOT PROVIDE ANY JOB ASSISTANCE BUT YES WE HELP OUR MEMBERS TO FIND CANDIDATES. WE ARE A COMMUNITY TO SHARE KNOWLEDGE WITH EACH OTHER.</span></p>",9928611,Vinay
19150762,East Delhi - Ghaziabad - Noida PlayStation3 Owners Gamers,East-Delhi-Ghaziabad-Noida-PlayStation3-Owners-Gamers,https://www.meetup.com/East-Delhi-Ghaziabad-Noida-PlayStation3-Owners-Gamers/,0,1448369095e3,<p>To meet with each other over PS3 Games<br>To play multiplayer PS3 Games with each other<br>Discuss &amp; Share knowledge about PS3<br>Exchange PS3 Games / Titles<br>Live Life to the Fullest without Tension</p>,56470232,Puneet Jain
19152666,Apache Flink,Apache-Flink,https://www.meetup.com/Apache-Flink/,0,1448417477e3,"This group is dedicated to promote and learn next big thing in BigData ""Apache Flink""",13532001,Bhupendra Mishra
19164323,TripRoadie,triproadie-com,https://www.meetup.com/triproadie-com/,4.79,1448786596e3,"<p>""I would not creep along the coast, but steer out in mid-sea, by guidance of the stars.""- George Eliot</p>
<p>So why play safe, when life is short and there's so much to see, explore and experience, so many people to meet and become friends with, so much to fall in love with. <br></p>
<p><b>TripRoadie </b>is here to snatch you from your coast, take you into the mid-sea and expose you to the adventure out there called Life. <br></p>
<p>This group is intended for all the fun and adventure lovers, travel enthusiasts, explorers in Delhi-NCR or anywhere on the globe who can make it to us. <b>We will organize regular meet-ups, various events and national/international trips. There will be Weekend as well as Weekdays Trips, Treks, Trails, Getaways, Game Tasks, Party Events, Expeditions and much more.</b> <br></p>
<p>The aim is not just to give you a one stop platform for all your travel and event needs but also to build a community of like minded people who share the same interests and passions for fun, adventure and life. <br></p>
<p>So if you share passion for activities like <b>camping, hiking, trekking, skiing, river rafting, paragliding, wildlife safaris</b>, sight-seeing or simply want to chitchat over a cup of coffee or tea and discuss travel and life, please join and set the ball rolling. <br></p>
<p><b>TripRoadie </b>is going to be an experience. Let's have it!</p>
<p> <br></p>
<p><b>About the organizer:</b></p>
<p>Over one year of experience in organizing more than 45 successful trips around India- Leh-Ladakh, Manali, Nainital, Kasol, Varanasi, Jaipur, Jaisalmer, Udaipur, Lonavala (Pune), Rishikesh, Mcleodganj-Dharamsala among many others. People have not just applauded the trips and hospitality but also the personal touch that is given. <br></p>",196169657,Arun Bansal
19178517,Everything Bitcoin - Delhi,Everything-Bitcoin-Delhi,https://www.meetup.com/Everything-Bitcoin-Delhi/,3.88,1449160087e3,"Hello everyone!

Let's get together and talk bitcoin! (and also, blockchain!). Doesn't matter what your background is or the level of expertise you have. The goal is to get more people involved in bitcoin and get people together who are passionate about bitcoin. It is growing faster than we can imagine.

For beginners, this group is for you if you want to: 
learn about the crypto currency
know how it is affecting the fintech
understand how the bitcoin payment system works
know more about the startups that are working on bitcoin and blockchain around the world

For experts, this group is for you if:
you're a developer and want to meet other like minded developers who are passionate about bitcoin
a startup founder and want to understand how you can accept payments in bitcoin
you're a trader and want to buy/sell for bitcoins
you're an investor and want to invest bitcoin related startups or in bitcoin
you're a miner and want to collaborate with others or need more hardware info

This group is not for you if:
-you want to find out who Satoshi Nakamoto is :)

Towards the paperless/peaceful currency we go. Future of the money is here. See you all on the other side!

Don't take my word for it. Here is what people you might know have to say about bitcoin:

""Bitcoin is a techno tour de force."" - Bill Gates, Founder of Microsoft

“It's money 2.0, a huge huge huge deal.” - Chamath Palihapitiya, Previous head of AOL instant messenger

“We have elected to put our money and faith in a mathematical framework that is free of politics and human error.” - Tyler Winklevoss, Co-creator of Facebook

""I am very intrigued by Bitcoin. It has all the signs. Paradigm shift, hackers love it, yet it's derided as a toy. Just like microcomputers."" - Paul Graham, Creator of Yahoo Store

“I do think Bitcoin is the first [encrypted money] that has the potential to do something like change the world."" - Peter Thiel, Co-Founder of Paypal

""Virgin Galactic is a bold entrepreneurial technology. It's driving a revolution and Bitcoin is doing just the same when it comes to inventing a new currency."" - Sir Richard Branson, Founder of Virgin Records, Virgin Galactic

""Bitcoin is a remarkable cryptographic achievement and the ability to create something that is not duplicable in the digital world has enormous value"" - Eric Schmidt, CEO of Google

""[Bitcoin] is a very exciting development, it might lead to a world currency. I think over the next decade it will grow to become one of the most important ways to pay for things and transfer assets."" - Kim Dotcom, CEO of MegaUpload

""Bitcoin actually has the balance and incentives right, and that is why it is starting to take off"" - Julian Assange, Founder of Wikileaks
",101298672,Anupam Varshney
19187557,Delhi NCR Food Monks,Delhi-NCR-Food-Monks,https://www.meetup.com/Delhi-NCR-Food-Monks/,0,1449423432e3,"Try new restaurant, cuisine in Delhi NCR. Plan Parties. Attend parties. ",128895112,Prasanna Kumar
19199663,My adventure mates,My-adventure-mates,https://www.meetup.com/My-adventure-mates/,0,1449733084e3,"This is a group for anyone who wants to put adventure activities in their bucket list. Will do activities like moderate hiking, rock climbing, camping, river rafting, biking, snow and glacier trekking etc. but we will do it together with our mates All skills levels are welcome. I started this group because to meet other adventure enthusiasts. Looking forward to explore the adventure world with our mates.",132999582,Abhishek Chaudhary
19211635,Delhi Brain Meetup (BrainPedia.org),Brainedia-org-Delhi-Brain-Meetup,https://www.meetup.com/Brainedia-org-Delhi-Brain-Meetup/,5,1450114301e3,"<p><span>Calling all who always wonder, what is brain? , how it works? . Anyone who want to share, learn and discuss are welcome. If you are anyhow connected to understandings of brain or want to know more about it, lets have some brainstorming sessions about brain.</span> <br></p>
<p>We are also focusing on creating an online <b>Encyclopedia of Brain</b>, <b><a href=""http://brainpedia.org"">BrainPedia</a>.org</b>. <a href=""http://brainpedia.org"">Check it out</a>.</p>
<p>Want to contribute ? <a href=""http://brainpedia.org/login""><b>Join Us</b></a> and make difference.</p>
<p><img src=""https://secure.meetupstatic.com/photos/event/b/4/e/b/600_459586315.jpeg""></p>",115270122,Prateek Gupta
19213687,Learn from learners,Learn-from-learners,https://www.meetup.com/Learn-from-learners/,0,1450165809e3,"<p>If you have any skills in Computer Industry, any means any like coding, hacking, gadget guru, upToDate person etc etc, or you want to learn from learners than welcome friends.</p>",161052002,Ankur Jat
19213806,Delhi cyclists,Delhi-cyclists,https://www.meetup.com/Delhi-cyclists/,0,1450171352e3,"<p>Calling All cycle enthusiasts and all aspiring cyclists.<br>Besides being a sport cycling is great way to reduce our carbon footprint. We should cut down on fossil filled vehicles and use cycle as a preferred mode of commute at least for shorter distances.<br>Let's get together and start demanding from Govt, commercial establishments, real estate develpers LANES and PARKING for CYCLISTS. It's our right!!!</p>",130729342,Amit
19214598,OWASP Delhi-NCR Chapter,OWASP-Delhi-NCR-Chapter,https://www.meetup.com/OWASP-Delhi-NCR-Chapter/,4.92,1450197643e3,This is the official meetup group of the Open Web Application Security Project (OWASP) Delhi chapter.,209437456,OWASP Foundation
19220553,Discover Delhi,Discover-Delhi,https://www.meetup.com/Discover-Delhi/,0,1450386478e3,"<p>A Russian base-jumper jumps off the top of a building in Noida at 5 am and lands perfectly safe. A puppeteer living in a slum has performed in more than 15 countries.</p>
<p>This group is about living the different experiences that make Delhi unique. Be it rock-climbing, street-art, chocolate-making, hypnosis, hot-air ballooning, juggling, woodworking, DIY sessions or dance lessons, we will invite and meetup with passionate and skilled people and small businesses, have a memorable time and even some learning opportunities. We will keep this group bustling with activity.</p>
<p>""Fill Your Life With Experiences, Not Things; Have Stories To Tell, Not Stuff To Show""<br><br></p>",158004082,Piyush
19221617,Gurgaon JavaScript Meetup,Gurgaon-JavaScript-Meetup,https://www.meetup.com/Gurgaon-JavaScript-Meetup/,0,145041906e4,Learn and teach javascript. Build something amazing,79549652,Pradeep
19228299,Senior Citizen Support Group,Senior-Citizen-Support-Group,https://www.meetup.com/Senior-Citizen-Support-Group/,0,1450665962e3,"I want to create a Socializing and Activity club for Senior Citizens in Dwarka. I am planning to offer painting classes, dance classes, meditation classes, computer classes, Yoga Classes. Offer games like Carrom, Ludo as well weekly group outings etc. I need team members/volunteers so that this can be run efficiently on a regular basis . As well I need senior citizens who would be interested to join in. It is going be to be run on self support basis . Soon we will offer drop and pickup , driver on call, regular medical check ups, doctor on call, physiotherapist on call etc as well.",156495792,Harsh
19229273,"""Heal Your Life, Gurgaon - Holistic Health Meet up""",Heal-Your-Life-Gurgaon-Holistic-Health-Meet-up,https://www.meetup.com/Heal-Your-Life-Gurgaon-Holistic-Health-Meet-up/,0,1450696184e3,"This group is for those members who are seeking to live happier healthier and joyful life by discovering themselves, and by healing their lives through learning mind body connection. The meet-ups involve exercise, meditations, processes and simple techniques, workshops that can be easily learnt and applied in your day today lives. If you are willing to create a happy life for yourself, join us right now!",161854172,Loving TranceFormations
19239271,Delhi - NCR Startup Entrepreneurs Group,startup-entrepreneurs-delhi-ncr,https://www.meetup.com/startup-entrepreneurs-delhi-ncr/,4.5,1451088349e3,"<p><i><span>One place for people with </span><span>entrepreneur mindset.</span></i><br></p>
<p><i>🕶Looking for a event co-organizer. Interested people can shoot me an email on gndpsingh@gmail.com . Responsibilities include selecting a meetup agenda, booking venue, hosting &amp; coordinating with the attendees.&nbsp;</i>Please mention any past experience in hosting event and some ideas you will implement in the meetup.</p>
<p><span><i>🚀</i>The ""Delhi - NCR Startup Entrepreneurs Group"" is for anyone interested in startups, entrepreneurship and/or marketing. All skill (and desire) levels welcome! Whether you are a serial entrepreneur or simply looking to learn more about startups, this group is for you. <br> <br>Our aim is to strengthen startup culture in the region and educate/learn from other entrepreneurs/Investors within India and abroad.</span> <br></p>
<p>Our goal is to know more people in our community personally (Social Networking). We can learn from each other. Bounce off ideas. Get critical feedback on our work. Fast prototyping methods. Mock pitches. Cross questioning. Finding direct/indirect business contacts or customers.</p>
<p>Who should join this group?</p>
<p>- Anyone who has an idea for a startup or an early-stage company. <br>- Anyone who would like feedback on their ideas or pitch.&nbsp; <br>- Anyone that is interested in joining a new startup or looking for a co-founder.&nbsp; <br>- Anyone with startup experience or an interest in startups.</p>
<p><a href=""https://chat.whatsapp.com/DdSCAgHoGkY9ygSEVYqD7O""> <br>Regards, <br>Gundeep<br></a></p>",215442252,Gundeep Singh
19246468,CoOl BuDdIeS In DeLhI / NcR !!! 😎,Gurgaon-Chat-Over-Chai-Meetup,https://www.meetup.com/Gurgaon-Chat-Over-Chai-Meetup/,4.4,1451325702e3,"<p>Many of us are new to town or have been out of college for a while and lost contact with our old friends. So we want to meet new people, have a good discussion, a few laughs and just hang out in general. This meetup aims to provide an avenue to do that.</p>",177706222,Anand
19253954,Rubik's Cube Unravellers,Delhi-Rubiks-Cube-Meetup,https://www.meetup.com/Delhi-Rubiks-Cube-Meetup/,5,1451531974e3,"<p>This meetup is for those who want to learn to solve all kinds of Rubik's cube...3x3 4x4 5x5 or almost anything. If you are a beginner and wondering how to start solving it, you are most welcome.&nbsp;&nbsp;Enthusiasm is important for learning!!. If you already know how to solve it, lets speedcube and prepare for the next national or international event. Learn with each other to solve it as fast as possible. Let's see what you got up your sleeves :)&nbsp;</p>",115270122,Prateek Gupta
19261647,Stories That Matter,Stories-That-Matter,https://www.meetup.com/Stories-That-Matter/,4.94,1451719832e3,"<p>Shakespeare rightly said, ""All the worlds a stage, And all the men and women merely players"". Our life is a book with uncountable chapters which hold stories, some told and some unspoken of.</p>
<p>Stories of experiences which gave us direction in life, motivated us or even pulled us down into depression... Stories from other's lives which taught us and inspired us... Life, Family, Career, Relationships, Love, Ambitions, Spirituality, Depression, Inner Battles... EVERYTHING!</p>
<p> <br>The aim of this group is to listen to and share stories from our and other's lives. Stories that hold significance, <b>STORIES THAT MATTER!</b></p>
<p> <br> <br>What more, stories that you share will get a chance to <b>GET PUBLISHED ONLINE on <a href=""http://qwertythoughts.com"">QWERTYTHOUGHTS.COM</a></b>, which is all about expressing your thoughts about everything that matters! <br></p>
<p>So, if you always wanted a platform to get recognised for your writing, you are at the right place. <br>Come let us meet and share our stories with the world! <br></p>",193221453,Jasleen Khurana
19284248,BlockChain Platforms NCR,Ethereum-delhi,https://www.meetup.com/Ethereum-delhi/,5,1452024677e3,"<p>Talks, Socials, Panel Discussions, Hackathons etc. for BlockChain platforms such as Ehereum, HyperLedger and other BlockChain discussions.</p>",208226675,Rahul Sharma
19287397,91springboard Noida,91springboard-Noida,https://www.meetup.com/91springboard-Noida/,4.67,14520664e5,"91springboard is a vibrant coworking community of freelancers, startups and established small businesses. We seek to be an access point where people can gain the knowledge, network, and support to grow their business. We organize a number of meetups and events aimed at the entrepreneurial community across our cities. These events and meetups range from networking opportunities, to workshops and talks, to investor pitch sessions.",197663566,"91springboard, Noida"
19293348,[Noida] Big Bad Startup Bash,Noida-Big-Bad-Startup-Bash,https://www.meetup.com/Noida-Big-Bad-Startup-Bash/,0,1452145152e3,"91springboard is hosting the Big Bad Startup Bash, a chance to grab a beer, get some snacks, and kick back with other entrepreneurs and the community.

Join the 91springboard crew, and a bunch of other Entrepreneurs, as we throw it down for the Biggest Baddest Startup party of Noida! :D

This is not a pitch night, or a networking session. Just an opportunity to unwind with the local startup crowd after a long week. ",197663566,"91springboard, Noida"
19294045,ORACLE DATABASE DELHI NCR,ORACLE-DATABASE-DELHI-NCR,https://www.meetup.com/ORACLE-DATABASE-DELHI-NCR/,4,1452157848e3,"This is a group for anyone interested in Database,Oracle,Cloud Computing,AWS/AZURE platform, Automation, etc. All skills levels are welcome. I started this group because to meet other outdoor enthusiasts. Looking forward to exploring the outdoors with everybody.",197670865,pankaj kushwaha
19307846,Prayer For Peace,Prayer-For-Peace,https://www.meetup.com/Prayer-For-Peace/,0,1452340614e3,"“Prayer for Peace” was initiated by a group of concerned citizens associated with various forms of meditation and healing. “Prayer for Peace” belongs to everybody and is “About all of us”. Our city Delhi NCR and the world in general has been increasingly beset with negativity of all sorts – crime, road rage, lack of respect for children and elderly, excessive materialism and erosion of ethics & decency.

This event was conceptualised and based on two important tenets. First, meditation cuts across barriers of faith, religion, gender, cast and creed; and second, the practice of collective meditation is a powerful tool endorsed for centuries by all faiths, spiritual orders and saints for raising consciousness and bringing individual transformation at a deeper level.
",36213432,Shekhar Juneja
19340193,ProductTank Delhi,ProductTank-Delhi,https://www.meetup.com/ProductTank-Delhi/,4.91,1452808246e3,"<p>ProductTank provides an opportunity for Product Managers in Delhi to exchange ideas and experiences about Product Design, Development and Management, Business Modelling, Metrics, User Experience and all the other things that get us excited. Events include talks from guest speakers on topics around product management, networking opportunities, and a good old-fashioned chin-wag over a beer or two.</p>
<p><span>We're open to companies big and small. We also welcome early-stage technology businesses looking to learn how to get their ideas off the ground.</span></p>
<p><span>We also have a blog and encourage the community to get engaged by commenting on or writing new posts for </span><a href=""http://www.mindtheproduct.com"" class=""linkified"">http://www.mindtheproduct.com</a><span> Finally, check out our conference: </span><a href=""http://mtpcon.com"" class=""linkified"">http://mtpcon.com</a><br></p>",198109465,Martin Eriksson
19374062,Photography Contests,chiizdotcom,https://www.meetup.com/chiizdotcom/,5,1453289666e3,"<p>Chiiz is a group of photography enthusiasts with skill levels ranging from amateur to professionals. Chiiz is a great way to meet new people with a passion for photography and a great way to get out of the house. The purpose of chiiz is to create and maintain an active photographic group and web portal which supports members in their growth and development as photographers and provides varied opportunities for gaining new knowledge, skills, development, technical improvement, expansion of perspective, sharing of photographic art and enjoyment of the craft.&nbsp;</p>
<p>Chiiz is a first of its kind publication devoted to descriptive Photography. Drawing on the requirements of a photo enthusiast, Chiiz features photographers and their unique and incisive stories from across the globe. With the EXIF details of every capture, we try to give the reader a perspective that helps him/her understand the shot better and recreate it. Photographers from around the world have been featured showcasing their outstanding work in different genres of photography. <br></p>",222068986,Audrey White
19425886,Films and TV Shows Meetup,Films-and-TV-Shows-Meetup,https://www.meetup.com/Films-and-TV-Shows-Meetup/,4.9,1453651314e3,"<p>This is a group for Film/TV Shows&nbsp;<a href=""https://www.google.co.in/url?sa=t&amp;rct=j&amp;q=&amp;esrc=s&amp;source=web&amp;cd=1&amp;cad=rja&amp;uact=8&amp;ved=0ahUKEwjLwrC_t9PKAhXJj44KHTFhCVEQFggZMAA&amp;url=http%3A%2F%2Fwww.merriam-webster.com%2Fdictionary%2Fenthusiast&amp;usg=AFQjCNHl7XrWPM-IIlV9M-kH-rowGQWULg&amp;bvm=bv.113034660,d.c2E"">Enthusiast</a>s</p>",209892062,MUNMUN
19433227,aws cloud school Meetup - INDIA,AWS-School-Meetup,https://www.meetup.com/AWS-School-Meetup/,1,145374094e4,"<p>This is a group for anyone interested in Database, Application administration,cluster,Cloud Computing, bigdata etc. All skills levels are welcome. I started this group because to meet other outdoor enthusiasts. Looking forward to exploring the outdoors with everybody.</p>",197670865,pankaj kushwaha
19440509,India Oracle Meetup,India-Oracle-Meetup,https://www.meetup.com/India-Oracle-Meetup/,0,14538304e5,"This is a group for anyone interested in oracle database, cloud computing , aws , microsoft azure, sql, plsql , unix system etc. All skills levels are welcome. I started this group because to meet other outdoor enthusiasts. Looking forward to exploring the outdoors with everybody.",197670865,pankaj kushwaha
19450267,TRAVEL VITA,TraVelViTa,https://www.meetup.com/TraVelViTa/,5,1453954691e3,"<p>TraVelVita is a group of fellow travelers whose passion to travel has kept them alive. A community to discuss exotic locations, plan amazing travels and maintain the connections. A one place to get the best travel advice coz, we go places...</p>",208612577,M O
19451005,Gurgaon Orators Toastmasters (GOT) Club,Gurgaon-Orators-Toastmasters-GOT-Club,https://www.meetup.com/Gurgaon-Orators-Toastmasters-GOT-Club/,4.9,1453965986e3,"<p>If you are looking for an amicable group to improve your Public Speaking, Communication and Leadership Skills, GOT Club is the place to be! If you have a fear of public speaking or are scared of getting on stage or are looking to experiment and improve your existing skills, GOT Club acts as perfect platform for everyone. We meet every Saturday at 05:15 PM at Gold Souk Mall (Near HUDA City Center metro station), Gurgaon</p>",198749869,GOT  Club
19465053,Troopers for NoMoreMissing,NoMoreMissing-Troop,https://www.meetup.com/NoMoreMissing-Troop/,0,1454147761e3,"An opportunity to work for a worthy cause and get name and fame for it too!! Join us in our effort and get a chance to feature in a documentary of BBC and Leading national newspapers.
Come together to become a social media volunteer to spread the message through Facebook and WhatsApp for a very famous campaign called NO MORE MISSING. This may be the only hope to find missing children in India. please visit our facebook page www.facebook.com/NoMoreMissing11 or watch or videos on You tube at ""No More Missing India"".
or visit www.nomoremissing.com
",107145472,Vandna
19473363,Delhi - Rohini Women's Social Meetup (20 to 40yrs),Delhi-Rohini-Womens-Social-Meetup-20-to-40-yrs,https://www.meetup.com/Delhi-Rohini-Womens-Social-Meetup-20-to-40-yrs/,0,1454242286e3,"<p>chit chat, movies , coffee,shopping,games outdoor indoor. or anything interesting u cn suggest.</p>",66823382,rajshree
19499244,We are Edupreneurs (WE)- Delhi,We-are-Edupreneurs-WE,https://www.meetup.com/We-are-Edupreneurs-WE/,5,1454496941e3,"<p>We are Edupreneurs is a group initiated to unite the motivated educators, entrepreneurs and like minded professionals with a vision to create newer ideas, thoughts that can be implemented towards establishing successful ventures in the field of Education. This group is specially catered for all personals who are passionate to work in the Educational Industry and share common vision of establishing successful business start-ups in this field. &lt;br&gt;If You are a Teacher, an Educator, An Enterpreneur, A Freelancer, A professional or simply motivated to carve a niche in Education Industry, this is the group for you and WE welcomes you.</p>",35969262,Inder Kalra
19514956,Art in the Park,meetup-group-kWNGwHnl,https://www.meetup.com/meetup-group-kWNGwHnl/,0,145466793e4,<p>This is a fun meetup. It's about interaction and art. We meet in different parks of Delhi each weekend for an hour to paint. The art material is provided. You don't have to be an artist or for that matter have ever painted before. We have some interactive exercises to get things going and then just splash some colour around on paper/canvas. You get to take what you make back with you and also make new friends in the process.</p>,185575354,Divya Topa
